Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
21/12/2008,03:24:00,0.294,0.054,245.800,1.200,0.000,0.000,0.0
21/12/2008,03:25:00,0.404,0.172,245.800,1.800,0.000,0.000,0.0
21/12/2008,03:26:00,0.418,0.202,246.520,1.800,0.000,0.000,0.0
21/12/2008,03:27:00,0.394,0.192,245.470,1.800,0.000,0.000,0.0
21/12/2008,03:28:00,0.412,0.198,245.750,1.800,0.000,1.000,0.0
21/12/2008,03:29:00,0.388,0.190,245.830,1.800,0.000,0.000,0.0
21/12/2008,03:30:00,0.338,0.092,245.770,1.400,0.000,0.000,0.0
21/12/2008,03:31:00,0.316,0.082,244.600,1.200,0.000,0.000,0.0
21/12/2008,03:32:00,0.336,0.088,244.950,1.400,0.000,0.000,0.0
21/12/2008,03:33:00,0.316,0.086,245.460,1.200,0.000,0.000,0.0
21/12/2008,03:34:00,0.334,0.092,245.820,1.400,0.000,1.000,0.0
21/12/2008,03:35:00,0.314,0.086,245.940,1.200,0.000,0.000,0.0
21/12/2008,03:36:00,0.332,0.090,245.340,1.400,0.000,0.000,0.0
21/12/2008,03:37:00,0.312,0.084,245.560,1.200,0.000,0.000,0.0
21/12/2008,03:38:00,0.330,0.088,244.970,1.400,0.000,0.000,0.0
21/12/2008,03:39:00,0.310,0.084,245.010,1.200,0.000,0.000,0.0
21/12/2008,03:40:00,0.328,0.088,244.880,1.400,0.000,1.000,0.0
21/12/2008,03:41:00,0.308,0.080,244.220,1.200,0.000,0.000,0.0
21/12/2008,03:42:00,0.320,0.078,243.860,1.400,0.000,0.000,0.0
21/12/2008,03:43:00,0.212,0.056,244.550,0.800,0.000,0.000,0.0
21/12/2008,03:44:00,0.232,0.050,244.730,1.000,0.000,0.000,0.0
21/12/2008,03:45:00,0.212,0.056,245.020,0.800,0.000,0.000,0.0
21/12/2008,03:46:00,0.232,0.050,245.420,1.000,0.000,1.000,0.0
21/12/2008,03:47:00,0.214,0.054,245.370,0.800,0.000,0.000,0.0
21/12/2008,03:48:00,0.232,0.048,245.630,1.000,0.000,0.000,0.0
21/12/2008,03:49:00,0.214,0.054,246.090,0.800,0.000,0.000,0.0
21/12/2008,03:50:00,0.234,0.048,246.100,1.000,0.000,0.000,0.0
21/12/2008,03:51:00,0.214,0.054,245.520,0.800,0.000,0.000,0.0
21/12/2008,03:52:00,0.232,0.048,245.620,1.000,0.000,1.000,0.0
21/12/2008,03:53:00,0.212,0.054,245.480,0.800,0.000,0.000,0.0
21/12/2008,03:54:00,0.232,0.050,244.960,1.000,0.000,0.000,0.0
21/12/2008,03:55:00,0.222,0.054,244.960,1.000,0.000,0.000,0.0
21/12/2008,03:56:00,0.222,0.052,245.010,1.000,0.000,0.000,0.0
21/12/2008,03:57:00,0.232,0.050,245.360,1.000,0.000,0.000,0.0
21/12/2008,03:58:00,0.214,0.052,246.300,0.800,0.000,1.000,0.0
21/12/2008,03:59:00,0.234,0.046,246.650,1.000,0.000,0.000,0.0
21/12/2008,04:00:00,0.214,0.052,246.490,0.800,0.000,0.000,0.0
21/12/2008,04:01:00,0.234,0.046,246.470,1.000,0.000,0.000,0.0
21/12/2008,04:02:00,0.216,0.052,246.880,0.800,0.000,0.000,0.0
21/12/2008,04:03:00,0.234,0.048,245.880,1.000,0.000,1.000,0.0
21/12/2008,04:04:00,0.214,0.054,245.200,0.800,0.000,0.000,0.0
21/12/2008,04:05:00,0.270,0.000,244.790,1.200,0.000,0.000,0.0
21/12/2008,04:06:00,0.290,0.052,245.190,1.200,0.000,0.000,0.0
21/12/2008,04:07:00,0.310,0.056,245.210,1.200,0.000,0.000,0.0
21/12/2008,04:08:00,0.290,0.050,244.890,1.200,0.000,0.000,0.0
21/12/2008,04:09:00,0.308,0.056,244.710,1.200,0.000,0.000,0.0
21/12/2008,04:10:00,0.288,0.052,244.850,1.200,0.000,0.000,0.0
21/12/2008,04:11:00,0.306,0.056,245.020,1.200,0.000,1.000,0.0
21/12/2008,04:12:00,0.286,0.052,245.420,1.200,0.000,0.000,0.0
21/12/2008,04:13:00,0.306,0.058,245.860,1.200,0.000,0.000,0.0
21/12/2008,04:14:00,0.286,0.052,245.610,1.200,0.000,0.000,0.0
21/12/2008,04:15:00,0.304,0.058,245.070,1.200,0.000,0.000,0.0
21/12/2008,04:16:00,0.244,0.000,245.670,1.000,0.000,0.000,0.0
21/12/2008,04:17:00,0.234,0.048,245.600,1.000,0.000,1.000,0.0
21/12/2008,04:18:00,0.332,0.076,245.660,1.400,0.000,0.000,0.0
21/12/2008,04:19:00,0.346,0.090,245.370,1.400,0.000,0.000,0.0
21/12/2008,04:20:00,0.322,0.084,245.010,1.400,0.000,0.000,0.0
21/12/2008,04:21:00,0.340,0.090,245.300,1.400,0.000,0.000,0.0
21/12/2008,04:22:00,0.320,0.084,244.980,1.400,0.000,0.000,0.0
21/12/2008,04:23:00,0.336,0.086,244.380,1.400,0.000,1.000,0.0
21/12/2008,04:24:00,0.316,0.082,244.310,1.200,0.000,0.000,0.0
21/12/2008,04:25:00,0.334,0.086,244.310,1.400,0.000,0.000,0.0
21/12/2008,04:26:00,0.330,0.086,244.950,1.400,0.000,0.000,0.0
21/12/2008,04:27:00,0.320,0.086,245.100,1.400,0.000,0.000,0.0
21/12/2008,04:28:00,0.334,0.090,245.250,1.400,0.000,1.000,0.0
21/12/2008,04:29:00,0.312,0.084,245.250,1.200,0.000,0.000,0.0
21/12/2008,04:30:00,0.332,0.088,244.930,1.400,0.000,0.000,0.0
21/12/2008,04:31:00,0.310,0.082,244.810,1.200,0.000,0.000,0.0
21/12/2008,04:32:00,0.328,0.086,244.400,1.400,0.000,0.000,0.0
21/12/2008,04:33:00,0.380,0.168,244.390,1.800,0.000,2.000,0.0
21/12/2008,04:34:00,0.412,0.214,244.580,1.800,0.000,1.000,0.0
21/12/2008,04:35:00,0.352,0.150,244.910,1.600,0.000,2.000,0.0
21/12/2008,04:36:00,0.316,0.074,244.430,1.400,0.000,2.000,0.0
21/12/2008,04:37:00,0.298,0.068,243.920,1.200,0.000,1.000,0.0
21/12/2008,04:38:00,0.316,0.072,243.550,1.400,0.000,2.000,0.0
21/12/2008,04:39:00,0.296,0.066,243.450,1.200,0.000,1.000,0.0
21/12/2008,04:40:00,0.316,0.070,243.360,1.400,0.000,2.000,0.0
21/12/2008,04:41:00,0.296,0.066,243.240,1.200,0.000,2.000,0.0
21/12/2008,04:42:00,0.316,0.072,243.820,1.400,0.000,1.000,0.0
21/12/2008,04:43:00,0.298,0.068,244.400,1.200,0.000,2.000,0.0
21/12/2008,04:44:00,0.316,0.074,244.340,1.400,0.000,2.000,0.0
21/12/2008,04:45:00,0.298,0.070,245.070,1.200,0.000,1.000,0.0
21/12/2008,04:46:00,0.316,0.074,244.560,1.400,0.000,2.000,0.0
21/12/2008,04:47:00,0.294,0.068,244.350,1.200,0.000,1.000,0.0
21/12/2008,04:48:00,0.312,0.074,244.370,1.400,0.000,2.000,0.0
