Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
18/3/2007,09:24:00,3.652,0.232,241.240,15.200,0.000,34.000,18.0
18/3/2007,09:25:00,3.028,0.270,242.210,12.600,0.000,21.000,18.0
18/3/2007,09:26:00,3.738,0.270,241.750,15.600,0.000,35.000,18.0
18/3/2007,09:27:00,3.070,0.272,241.550,13.200,0.000,20.000,18.0
18/3/2007,09:28:00,6.232,0.236,238.820,26.000,0.000,75.000,17.0
18/3/2007,09:29:00,5.028,0.244,239.870,21.000,0.000,58.000,18.0
18/3/2007,09:30:00,5.956,0.230,237.940,25.000,0.000,71.000,17.0
18/3/2007,09:31:00,5.126,0.224,237.260,21.600,0.000,59.000,18.0
18/3/2007,09:32:00,3.960,0.250,238.820,16.800,0.000,42.000,17.0
18/3/2007,09:33:00,4.004,0.246,238.910,17.200,0.000,41.000,18.0
18/3/2007,09:34:00,4.062,0.256,239.430,17.000,0.000,45.000,17.0
18/3/2007,09:35:00,2.858,0.262,240.710,12.000,0.000,24.000,18.0
18/3/2007,09:36:00,3.348,0.262,239.940,14.200,0.000,31.000,18.0
18/3/2007,09:37:00,3.518,0.256,240.320,15.200,0.000,33.000,17.0
18/3/2007,09:38:00,4.072,0.260,239.990,17.200,0.000,45.000,18.0
18/3/2007,09:39:00,2.580,0.262,240.420,10.800,0.000,19.000,18.0
18/3/2007,09:40:00,3.300,0.266,240.200,14.000,0.000,31.000,17.0
18/3/2007,09:41:00,2.894,0.260,240.400,12.200,0.000,23.000,18.0
18/3/2007,09:42:00,2.974,0.182,240.990,12.600,0.000,27.000,18.0
18/3/2007,09:43:00,3.002,0.118,240.470,12.800,0.000,26.000,18.0
18/3/2007,09:44:00,2.438,0.144,241.690,10.000,0.000,20.000,17.0
18/3/2007,09:45:00,3.018,0.126,241.580,12.800,0.000,26.000,18.0
18/3/2007,09:46:00,2.686,0.152,242.180,11.200,0.000,21.000,18.0
18/3/2007,09:47:00,2.820,0.130,242.420,12.200,0.000,24.000,18.0
18/3/2007,09:48:00,2.812,0.154,242.390,11.800,0.000,23.000,18.0
18/3/2007,09:49:00,2.640,0.000,242.330,11.400,0.000,22.000,18.0
18/3/2007,09:50:00,2.772,0.000,242.010,11.600,0.000,22.000,18.0
18/3/2007,09:51:00,2.340,0.000,241.500,10.000,0.000,17.000,18.0
18/3/2007,09:52:00,2.944,0.000,240.950,12.400,0.000,27.000,18.0
18/3/2007,09:53:00,1.712,0.136,242.680,7.000,0.000,4.000,18.0
18/3/2007,09:54:00,1.754,0.180,243.070,7.200,0.000,5.000,18.0
18/3/2007,09:55:00,1.686,0.164,241.600,7.000,0.000,4.000,18.0
18/3/2007,09:56:00,1.742,0.194,241.250,7.200,0.000,5.000,18.0
18/3/2007,09:57:00,1.718,0.164,241.890,7.000,0.000,4.000,18.0
18/3/2007,09:58:00,1.900,0.212,242.070,7.800,0.000,7.000,17.0
18/3/2007,09:59:00,1.810,0.172,241.130,7.400,0.000,7.000,18.0
18/3/2007,10:00:00,1.704,0.188,240.790,7.000,0.000,4.000,18.0
18/3/2007,10:01:00,1.468,0.072,240.180,6.000,0.000,1.000,18.0
18/3/2007,10:02:00,3.388,0.140,237.810,14.800,29.000,1.000,17.0
18/3/2007,10:03:00,3.980,0.326,237.060,16.800,38.000,1.000,17.0
18/3/2007,10:04:00,4.018,0.342,237.370,17.000,39.000,2.000,18.0
18/3/2007,10:05:00,3.978,0.328,236.660,16.800,38.000,1.000,17.0
18/3/2007,10:06:00,3.914,0.228,236.070,16.600,38.000,1.000,17.0
18/3/2007,10:07:00,4.004,0.224,235.460,17.000,38.000,1.000,17.0
18/3/2007,10:08:00,4.498,0.346,237.690,19.000,38.000,1.000,17.0
18/3/2007,10:09:00,4.880,0.412,238.410,20.400,39.000,1.000,17.0
18/3/2007,10:10:00,4.864,0.414,237.550,20.400,38.000,2.000,18.0
18/3/2007,10:11:00,4.568,0.408,237.520,19.200,39.000,2.000,17.0
18/3/2007,10:12:00,4.254,0.406,238.580,17.800,39.000,4.000,17.0
18/3/2007,10:13:00,4.042,0.382,238.990,17.000,38.000,0.000,18.0
