Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
13/5/2008,14:44:00,0.374,0.162,240.510,1.600,1.000,1.000,1.0
13/5/2008,14:45:00,1.050,0.250,240.160,5.000,1.000,0.000,10.0
13/5/2008,14:46:00,1.548,0.212,239.120,6.400,2.000,1.000,19.0
13/5/2008,14:47:00,1.550,0.212,239.600,6.400,1.000,1.000,18.0
13/5/2008,14:48:00,1.548,0.210,239.650,6.400,1.000,1.000,19.0
13/5/2008,14:49:00,1.542,0.216,239.510,6.400,1.000,2.000,18.0
13/5/2008,14:50:00,1.518,0.254,240.010,6.400,1.000,1.000,19.0
13/5/2008,14:51:00,2.034,0.252,239.140,9.400,8.000,0.000,18.0
13/5/2008,14:52:00,3.840,0.234,237.100,16.200,38.000,1.000,20.0
13/5/2008,14:53:00,4.270,0.276,236.620,18.000,37.000,0.000,29.0
13/5/2008,14:54:00,4.292,0.270,236.510,18.000,37.000,1.000,28.0
13/5/2008,14:55:00,4.330,0.268,236.360,18.200,37.000,1.000,29.0
13/5/2008,14:56:00,4.334,0.270,236.680,18.200,38.000,1.000,29.0
13/5/2008,14:57:00,4.236,0.260,236.820,17.800,37.000,1.000,28.0
13/5/2008,14:58:00,3.614,0.106,237.200,15.200,37.000,2.000,18.0
13/5/2008,14:59:00,3.818,0.142,237.550,16.000,38.000,5.000,18.0
13/5/2008,15:00:00,1.684,0.154,239.860,7.200,4.000,4.000,18.0
13/5/2008,15:01:00,2.066,0.262,239.390,9.200,1.000,5.000,18.0
13/5/2008,15:02:00,5.132,0.518,236.380,22.000,32.000,4.000,18.0
13/5/2008,15:03:00,3.188,0.610,238.440,13.800,6.000,3.000,18.0
13/5/2008,15:04:00,2.976,0.570,238.450,12.600,1.000,2.000,18.0
13/5/2008,15:05:00,2.978,0.570,238.550,12.600,1.000,1.000,18.0
13/5/2008,15:06:00,2.976,0.570,238.660,12.600,1.000,2.000,18.0
13/5/2008,15:07:00,2.956,0.566,237.720,12.600,1.000,1.000,18.0
13/5/2008,15:08:00,2.974,0.570,238.600,12.600,2.000,1.000,18.0
13/5/2008,15:09:00,2.962,0.568,237.980,12.600,1.000,2.000,18.0
13/5/2008,15:10:00,2.964,0.568,238.070,12.600,1.000,1.000,18.0
13/5/2008,15:11:00,2.958,0.566,237.970,12.600,1.000,2.000,18.0
13/5/2008,15:12:00,2.720,0.518,238.230,12.000,1.000,1.000,18.0
13/5/2008,15:13:00,1.886,0.330,239.190,8.000,2.000,3.000,19.0
13/5/2008,15:14:00,3.606,0.370,237.800,15.400,1.000,31.000,18.0
13/5/2008,15:15:00,3.706,0.382,237.430,15.800,1.000,38.000,17.0
13/5/2008,15:16:00,4.890,0.338,236.150,22.000,1.000,51.000,18.0
13/5/2008,15:17:00,5.900,0.344,234.530,25.200,1.000,73.000,18.0
13/5/2008,15:18:00,6.748,0.656,233.810,29.200,2.000,63.000,17.0
13/5/2008,15:19:00,6.104,0.396,234.410,26.200,1.000,72.000,17.0
13/5/2008,15:20:00,5.910,0.328,235.020,25.000,1.000,73.000,18.0
13/5/2008,15:21:00,5.106,0.356,235.770,21.800,1.000,61.000,18.0
13/5/2008,15:22:00,5.524,0.330,235.460,23.600,1.000,63.000,17.0
13/5/2008,15:23:00,5.724,0.348,235.590,24.400,1.000,69.000,18.0
13/5/2008,15:24:00,4.862,0.372,236.540,20.600,2.000,55.000,16.0
13/5/2008,15:25:00,4.822,0.382,236.620,20.400,0.000,71.000,0.0
13/5/2008,15:26:00,3.928,0.362,237.620,16.600,2.000,55.000,1.0
13/5/2008,15:27:00,5.974,0.636,234.370,25.800,1.000,69.000,1.0
13/5/2008,15:28:00,5.128,0.706,235.450,22.000,1.000,52.000,0.0
13/5/2008,15:29:00,3.936,0.724,236.800,17.000,1.000,30.000,1.0
13/5/2008,15:30:00,2.388,0.600,238.090,10.400,1.000,7.000,1.0
13/5/2008,15:31:00,2.380,0.626,238.320,10.400,2.000,6.000,0.0
13/5/2008,15:32:00,0.882,0.266,240.530,4.000,1.000,5.000,1.0
13/5/2008,15:33:00,0.860,0.306,240.430,3.800,1.000,5.000,1.0
13/5/2008,15:34:00,1.578,0.268,239.910,8.000,1.000,17.000,0.0
13/5/2008,15:35:00,2.474,0.398,239.060,11.000,1.000,24.000,1.0
13/5/2008,15:36:00,4.330,0.488,237.990,18.400,33.000,5.000,1.0
13/5/2008,15:37:00,4.542,0.512,237.820,19.200,37.000,6.000,0.0
13/5/2008,15:38:00,4.400,0.440,237.310,18.600,38.000,3.000,1.0
13/5/2008,15:39:00,4.392,0.442,237.120,18.600,37.000,2.000,0.0
13/5/2008,15:40:00,4.370,0.428,237.530,18.400,37.000,2.000,1.0
13/5/2008,15:41:00,4.416,0.446,237.870,18.600,38.000,3.000,1.0
13/5/2008,15:42:00,3.700,0.270,238.700,15.800,37.000,2.000,0.0
13/5/2008,15:43:00,2.900,0.082,239.160,12.000,38.000,2.000,1.0
13/5/2008,15:44:00,2.872,0.078,239.010,12.000,38.000,3.000,1.0
13/5/2008,15:45:00,2.964,0.168,238.470,12.400,37.000,2.000,0.0
13/5/2008,15:46:00,3.218,0.204,238.260,13.800,38.000,4.000,1.0
13/5/2008,15:47:00,3.460,0.202,237.720,15.600,15.000,29.000,8.0
13/5/2008,15:48:00,1.810,0.208,239.300,7.600,0.000,2.000,19.0
13/5/2008,15:49:00,1.804,0.212,238.740,7.600,0.000,3.000,18.0
13/5/2008,15:50:00,1.780,0.212,239.420,7.400,0.000,2.000,19.0
13/5/2008,15:51:00,1.806,0.254,239.200,7.600,0.000,2.000,18.0
13/5/2008,15:52:00,1.788,0.238,239.710,7.400,0.000,3.000,18.0
13/5/2008,15:53:00,1.810,0.232,239.950,7.600,0.000,2.000,19.0
13/5/2008,15:54:00,1.786,0.270,239.940,7.400,0.000,3.000,18.0
13/5/2008,15:55:00,1.770,0.270,239.770,7.400,0.000,2.000,18.0
13/5/2008,15:56:00,1.690,0.162,239.410,7.000,0.000,1.000,19.0
13/5/2008,15:57:00,1.688,0.122,239.690,7.000,0.000,0.000,18.0
13/5/2008,15:58:00,1.732,0.114,239.580,7.200,0.000,2.000,18.0
13/5/2008,15:59:00,1.776,0.120,240.000,7.400,0.000,2.000,18.0
13/5/2008,16:00:00,1.766,0.128,240.300,7.200,0.000,2.000,19.0
13/5/2008,16:01:00,1.980,0.122,239.940,8.200,0.000,2.000,18.0
13/5/2008,16:02:00,1.966,0.000,239.600,8.200,0.000,2.000,18.0
13/5/2008,16:03:00,3.328,0.306,238.260,14.200,0.000,2.000,18.0
13/5/2008,16:04:00,3.490,0.340,238.180,14.600,0.000,2.000,18.0
13/5/2008,16:05:00,3.450,0.380,237.980,14.600,0.000,2.000,18.0
13/5/2008,16:06:00,3.408,0.368,238.100,14.400,0.000,1.000,18.0
13/5/2008,16:07:00,2.606,0.180,238.990,11.400,0.000,1.000,18.0
13/5/2008,16:08:00,1.824,0.000,240.540,7.600,0.000,0.000,19.0
13/5/2008,16:09:00,1.852,0.000,240.480,7.600,0.000,2.000,18.0
13/5/2008,16:10:00,1.888,0.000,240.480,7.800,0.000,2.000,18.0
13/5/2008,16:11:00,1.866,0.000,240.040,7.800,0.000,2.000,19.0
13/5/2008,16:12:00,1.968,0.086,239.690,8.200,0.000,3.000,18.0
13/5/2008,16:13:00,1.978,0.086,239.910,8.200,0.000,2.000,18.0
13/5/2008,16:14:00,1.900,0.094,240.570,7.800,0.000,2.000,19.0
13/5/2008,16:15:00,2.050,0.112,240.350,8.600,0.000,2.000,18.0
13/5/2008,16:16:00,1.842,0.110,240.460,7.600,0.000,3.000,18.0
13/5/2008,16:17:00,1.644,0.212,240.580,6.800,0.000,1.000,19.0
