Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
31/10/2008,10:44:00,0.548,0.046,242.070,2.400,0.000,1.000,0.0
31/10/2008,10:45:00,0.550,0.046,241.800,2.400,0.000,2.000,0.0
31/10/2008,10:46:00,0.550,0.048,242.020,2.400,0.000,1.000,0.0
31/10/2008,10:47:00,0.546,0.048,241.960,2.400,0.000,1.000,0.0
31/10/2008,10:48:00,0.542,0.046,241.800,2.400,0.000,2.000,0.0
31/10/2008,10:49:00,0.720,0.000,240.910,3.200,0.000,1.000,0.0
31/10/2008,10:50:00,0.874,0.000,241.470,3.600,0.000,2.000,0.0
31/10/2008,10:51:00,0.872,0.000,241.660,3.600,0.000,1.000,0.0
31/10/2008,10:52:00,0.870,0.000,241.130,3.600,0.000,1.000,0.0
31/10/2008,10:53:00,0.864,0.000,241.780,3.600,0.000,2.000,0.0
31/10/2008,10:54:00,0.546,0.048,242.220,2.400,0.000,1.000,0.0
31/10/2008,10:55:00,0.542,0.048,242.280,2.400,0.000,1.000,0.0
31/10/2008,10:56:00,0.540,0.048,242.530,2.400,0.000,2.000,0.0
31/10/2008,10:57:00,0.540,0.048,242.730,2.400,0.000,1.000,0.0
31/10/2008,10:58:00,0.534,0.046,242.060,2.400,0.000,1.000,0.0
31/10/2008,10:59:00,0.534,0.048,242.270,2.400,0.000,2.000,0.0
31/10/2008,11:00:00,0.532,0.046,241.760,2.400,0.000,1.000,0.0
31/10/2008,11:01:00,0.540,0.048,242.450,2.400,0.000,1.000,0.0
31/10/2008,11:02:00,0.540,0.046,241.830,2.400,0.000,1.000,0.0
31/10/2008,11:03:00,0.538,0.046,241.520,2.400,0.000,2.000,0.0
31/10/2008,11:04:00,0.580,0.078,242.770,2.600,0.000,0.000,0.0
31/10/2008,11:05:00,0.538,0.000,243.320,2.400,0.000,0.000,0.0
31/10/2008,11:06:00,0.536,0.000,243.210,2.400,0.000,0.000,0.0
31/10/2008,11:07:00,0.536,0.000,242.930,2.400,0.000,0.000,0.0
31/10/2008,11:08:00,0.536,0.000,242.110,2.400,0.000,0.000,0.0
31/10/2008,11:09:00,0.612,0.106,242.230,2.800,0.000,0.000,0.0
31/10/2008,11:10:00,0.648,0.164,241.810,2.800,0.000,0.000,0.0
31/10/2008,11:11:00,0.644,0.164,242.190,2.800,0.000,0.000,0.0
31/10/2008,11:12:00,0.638,0.160,241.660,2.800,0.000,0.000,0.0
31/10/2008,11:13:00,0.630,0.164,242.490,2.800,0.000,0.000,0.0
31/10/2008,11:14:00,0.632,0.166,242.440,2.800,0.000,0.000,0.0
31/10/2008,11:15:00,0.604,0.128,242.580,2.800,0.000,0.000,0.0
31/10/2008,11:16:00,0.554,0.060,242.450,2.400,0.000,0.000,0.0
31/10/2008,11:17:00,0.556,0.060,242.600,2.400,0.000,0.000,0.0
31/10/2008,11:18:00,0.558,0.058,241.980,2.400,0.000,0.000,0.0
31/10/2008,11:19:00,0.562,0.060,241.940,2.400,0.000,0.000,0.0
31/10/2008,11:20:00,0.560,0.066,242.400,2.400,0.000,0.000,0.0
31/10/2008,11:21:00,0.550,0.064,241.800,2.400,0.000,0.000,0.0
31/10/2008,11:22:00,0.548,0.060,241.460,2.400,0.000,0.000,0.0
31/10/2008,11:23:00,0.550,0.064,242.420,2.400,0.000,0.000,0.0
31/10/2008,11:24:00,0.546,0.062,241.890,2.400,0.000,0.000,0.0
31/10/2008,11:25:00,0.548,0.064,242.200,2.400,0.000,0.000,0.0
31/10/2008,11:26:00,0.546,0.064,242.170,2.400,0.000,0.000,0.0
31/10/2008,11:27:00,0.554,0.066,242.330,2.400,0.000,0.000,0.0
31/10/2008,11:28:00,0.518,0.000,240.710,2.400,0.000,0.000,0.0
31/10/2008,11:29:00,0.462,0.070,241.740,2.200,0.000,0.000,0.0
