Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
10/4/2010,03:24:00,0.326,0.098,240.400,1.400,0.000,0.000,0.0
10/4/2010,03:25:00,0.326,0.102,241.400,1.400,0.000,0.000,1.0
10/4/2010,03:26:00,0.328,0.104,242.060,1.400,0.000,0.000,1.0
10/4/2010,03:27:00,0.328,0.104,242.280,1.400,0.000,0.000,0.0
10/4/2010,03:28:00,0.314,0.086,242.280,1.400,0.000,0.000,1.0
10/4/2010,03:29:00,0.232,0.000,242.410,1.000,0.000,0.000,1.0
10/4/2010,03:30:00,0.232,0.000,242.100,1.000,0.000,0.000,0.0
10/4/2010,03:31:00,0.230,0.000,241.340,1.000,0.000,0.000,1.0
10/4/2010,03:32:00,0.230,0.000,241.510,1.000,0.000,0.000,1.0
10/4/2010,03:33:00,0.232,0.000,242.070,1.000,0.000,0.000,0.0
10/4/2010,03:34:00,0.230,0.000,241.800,1.000,0.000,0.000,1.0
10/4/2010,03:35:00,0.230,0.000,241.180,1.000,0.000,0.000,1.0
10/4/2010,03:36:00,0.230,0.000,241.270,1.000,0.000,0.000,0.0
10/4/2010,03:37:00,0.228,0.000,240.490,1.000,0.000,0.000,1.0
10/4/2010,03:38:00,0.228,0.000,240.390,1.000,0.000,0.000,1.0
10/4/2010,03:39:00,0.230,0.000,240.770,1.000,0.000,0.000,0.0
10/4/2010,03:40:00,0.290,0.000,240.790,1.400,0.000,0.000,1.0
10/4/2010,03:41:00,0.306,0.070,241.060,1.200,0.000,0.000,1.0
10/4/2010,03:42:00,0.306,0.070,241.080,1.200,0.000,0.000,0.0
10/4/2010,03:43:00,0.390,0.156,240.610,1.800,0.000,0.000,1.0
10/4/2010,03:44:00,0.412,0.200,240.400,1.800,0.000,0.000,0.0
10/4/2010,03:45:00,0.406,0.202,240.860,1.800,0.000,0.000,1.0
10/4/2010,03:46:00,0.402,0.202,240.830,1.800,0.000,0.000,1.0
10/4/2010,03:47:00,0.400,0.204,240.800,1.800,0.000,0.000,0.0
10/4/2010,03:48:00,0.396,0.200,240.360,1.800,0.000,0.000,1.0
10/4/2010,03:49:00,0.394,0.202,240.770,1.800,0.000,0.000,1.0
10/4/2010,03:50:00,0.392,0.200,240.170,1.800,0.000,0.000,0.0
10/4/2010,03:51:00,0.386,0.194,239.710,1.800,0.000,0.000,1.0
10/4/2010,03:52:00,0.324,0.102,241.030,1.400,0.000,0.000,1.0
10/4/2010,03:53:00,0.278,0.000,241.640,1.200,0.000,0.000,0.0
10/4/2010,03:54:00,0.230,0.000,241.760,1.000,0.000,0.000,1.0
10/4/2010,03:55:00,0.230,0.000,242.270,1.000,0.000,0.000,1.0
10/4/2010,03:56:00,0.230,0.000,241.530,1.000,0.000,0.000,0.0
10/4/2010,03:57:00,0.230,0.000,241.610,1.000,0.000,0.000,1.0
10/4/2010,03:58:00,0.230,0.000,241.610,1.000,0.000,0.000,1.0
10/4/2010,03:59:00,0.230,0.000,241.770,1.000,0.000,0.000,0.0
10/4/2010,04:00:00,0.230,0.000,241.810,1.000,0.000,0.000,1.0
10/4/2010,04:01:00,0.230,0.000,241.940,1.000,0.000,0.000,1.0
10/4/2010,04:02:00,0.230,0.000,241.770,1.000,0.000,0.000,0.0
10/4/2010,04:03:00,0.232,0.000,242.290,1.000,0.000,0.000,1.0
10/4/2010,04:04:00,0.232,0.000,243.150,1.000,0.000,0.000,1.0
10/4/2010,04:05:00,0.234,0.000,243.570,1.000,0.000,0.000,0.0
10/4/2010,04:06:00,0.232,0.000,243.270,1.000,0.000,0.000,1.0
10/4/2010,04:07:00,0.232,0.000,243.000,1.000,0.000,0.000,1.0
10/4/2010,04:08:00,0.354,0.106,242.510,1.600,0.000,0.000,0.0
10/4/2010,04:09:00,0.340,0.106,242.750,1.400,0.000,0.000,1.0
10/4/2010,04:10:00,0.336,0.106,243.130,1.400,0.000,0.000,1.0
10/4/2010,04:11:00,0.336,0.108,243.520,1.400,0.000,0.000,0.0
10/4/2010,04:12:00,0.334,0.108,243.560,1.400,0.000,0.000,1.0
10/4/2010,04:13:00,0.332,0.108,243.490,1.400,0.000,0.000,1.0
10/4/2010,04:14:00,0.330,0.106,243.060,1.400,0.000,0.000,0.0
10/4/2010,04:15:00,0.328,0.106,242.910,1.400,0.000,0.000,1.0
10/4/2010,04:16:00,0.328,0.104,242.260,1.400,0.000,0.000,1.0
10/4/2010,04:17:00,0.326,0.102,242.060,1.400,0.000,0.000,0.0
10/4/2010,04:18:00,0.240,0.000,242.860,1.000,0.000,0.000,1.0
10/4/2010,04:19:00,0.232,0.000,243.170,1.000,0.000,0.000,1.0
10/4/2010,04:20:00,0.232,0.000,242.910,1.000,0.000,0.000,0.0
10/4/2010,04:21:00,0.234,0.000,242.080,1.000,0.000,0.000,1.0
10/4/2010,04:22:00,0.564,0.078,240.800,2.600,0.000,0.000,6.0
10/4/2010,04:23:00,0.808,0.148,240.120,3.400,0.000,0.000,10.0
10/4/2010,04:24:00,0.834,0.156,241.100,3.400,0.000,0.000,10.0
10/4/2010,04:25:00,0.854,0.156,241.230,3.600,0.000,0.000,12.0
10/4/2010,04:26:00,0.292,0.000,242.440,1.400,0.000,0.000,2.0
10/4/2010,04:27:00,0.234,0.000,242.860,1.000,0.000,0.000,0.0
10/4/2010,04:28:00,0.278,0.000,243.200,1.200,0.000,0.000,1.0
10/4/2010,04:29:00,0.310,0.076,243.000,1.200,0.000,0.000,1.0
10/4/2010,04:30:00,0.310,0.076,242.970,1.200,0.000,0.000,0.0
10/4/2010,04:31:00,0.310,0.076,242.540,1.200,0.000,0.000,1.0
10/4/2010,04:32:00,0.362,0.126,242.150,1.600,0.000,0.000,1.0
10/4/2010,04:33:00,0.416,0.208,241.900,1.800,0.000,0.000,0.0
10/4/2010,04:34:00,0.410,0.210,242.320,1.800,0.000,0.000,1.0
10/4/2010,04:35:00,0.406,0.208,242.150,1.800,0.000,0.000,1.0
10/4/2010,04:36:00,0.402,0.206,241.520,1.800,0.000,0.000,0.0
10/4/2010,04:37:00,0.400,0.206,241.640,1.800,0.000,0.000,1.0
10/4/2010,04:38:00,0.478,0.306,241.800,2.400,0.000,0.000,1.0
10/4/2010,04:39:00,0.476,0.330,241.440,2.400,0.000,1.000,0.0
10/4/2010,04:40:00,0.414,0.240,241.240,2.000,0.000,1.000,1.0
10/4/2010,04:41:00,0.404,0.222,240.620,1.800,0.000,2.000,1.0
10/4/2010,04:42:00,0.380,0.192,241.950,1.800,0.000,1.000,0.0
10/4/2010,04:43:00,0.314,0.094,242.520,1.200,0.000,1.000,1.0
10/4/2010,04:44:00,0.314,0.092,242.400,1.200,0.000,2.000,1.0
10/4/2010,04:45:00,0.314,0.094,242.730,1.200,0.000,1.000,0.0
10/4/2010,04:46:00,0.316,0.094,243.100,1.200,0.000,1.000,1.0
10/4/2010,04:47:00,0.316,0.094,243.100,1.200,0.000,2.000,1.0
10/4/2010,04:48:00,0.316,0.094,242.950,1.200,0.000,1.000,0.0
10/4/2010,04:49:00,0.316,0.094,242.960,1.200,0.000,1.000,1.0
10/4/2010,04:50:00,0.316,0.094,243.170,1.200,0.000,2.000,1.0
10/4/2010,04:51:00,0.316,0.094,243.070,1.200,0.000,1.000,0.0
10/4/2010,04:52:00,0.316,0.094,243.060,1.200,0.000,2.000,1.0
10/4/2010,04:53:00,0.316,0.094,243.130,1.200,0.000,1.000,1.0
10/4/2010,04:54:00,0.314,0.092,242.130,1.200,0.000,1.000,0.0
10/4/2010,04:55:00,0.314,0.090,241.830,1.200,0.000,2.000,1.0
10/4/2010,04:56:00,0.312,0.090,241.480,1.200,0.000,1.000,1.0
10/4/2010,04:57:00,0.408,0.196,241.240,1.800,0.000,2.000,0.0
10/4/2010,04:58:00,0.416,0.222,240.820,1.800,0.000,1.000,1.0
10/4/2010,04:59:00,0.412,0.224,241.280,1.800,0.000,1.000,0.0
10/4/2010,05:00:00,0.408,0.224,241.340,1.800,0.000,1.000,1.0
10/4/2010,05:01:00,0.404,0.222,241.110,1.800,0.000,2.000,1.0
10/4/2010,05:02:00,0.402,0.224,241.270,1.800,0.000,1.000,0.0
10/4/2010,05:03:00,0.402,0.224,241.570,1.800,0.000,1.000,1.0
10/4/2010,05:04:00,0.400,0.224,241.420,1.800,0.000,2.000,1.0
10/4/2010,05:05:00,0.400,0.224,241.580,1.800,0.000,1.000,0.0
10/4/2010,05:06:00,0.398,0.224,241.340,1.800,0.000,1.000,1.0
10/4/2010,05:07:00,0.328,0.126,241.360,1.400,0.000,1.000,1.0
10/4/2010,05:08:00,0.304,0.090,241.530,1.200,0.000,1.000,0.0
10/4/2010,05:09:00,0.304,0.090,242.160,1.200,0.000,2.000,1.0
10/4/2010,05:10:00,0.304,0.092,242.400,1.200,0.000,1.000,1.0
10/4/2010,05:11:00,0.304,0.090,242.080,1.200,0.000,1.000,0.0
10/4/2010,05:12:00,0.302,0.090,242.040,1.200,0.000,1.000,1.0
10/4/2010,05:13:00,0.302,0.090,241.440,1.200,0.000,1.000,1.0
10/4/2010,05:14:00,0.300,0.088,241.200,1.200,0.000,2.000,0.0
10/4/2010,05:15:00,0.300,0.088,241.430,1.200,0.000,1.000,1.0
10/4/2010,05:16:00,0.324,0.098,241.630,1.400,0.000,1.000,1.0
10/4/2010,05:17:00,0.380,0.196,242.210,1.600,0.000,1.000,0.0
10/4/2010,05:18:00,0.378,0.196,242.040,1.600,0.000,1.000,1.0
10/4/2010,05:19:00,0.378,0.196,242.110,1.600,0.000,2.000,1.0
10/4/2010,05:20:00,0.376,0.194,241.550,1.600,0.000,1.000,0.0
10/4/2010,05:21:00,0.398,0.208,242.410,1.800,0.000,1.000,1.0
10/4/2010,05:22:00,0.486,0.334,242.750,2.400,0.000,1.000,1.0
10/4/2010,05:23:00,0.480,0.334,242.780,2.400,0.000,1.000,0.0
10/4/2010,05:24:00,0.474,0.332,242.250,2.400,0.000,1.000,1.0
10/4/2010,05:25:00,0.472,0.334,242.420,2.400,0.000,2.000,1.0
10/4/2010,05:26:00,0.468,0.330,241.890,2.200,0.000,1.000,0.0
10/4/2010,05:27:00,0.464,0.326,241.350,2.200,0.000,1.000,1.0
10/4/2010,05:28:00,0.396,0.224,241.440,1.800,0.000,1.000,1.0
10/4/2010,05:29:00,0.396,0.226,242.100,1.800,0.000,1.000,0.0
10/4/2010,05:30:00,0.396,0.228,242.340,1.800,0.000,1.000,1.0
10/4/2010,05:31:00,0.390,0.220,241.610,1.800,0.000,2.000,1.0
10/4/2010,05:32:00,0.298,0.088,241.110,1.200,0.000,1.000,0.0
10/4/2010,05:33:00,0.300,0.088,241.130,1.200,0.000,1.000,1.0
10/4/2010,05:34:00,1.410,0.074,240.310,5.800,0.000,1.000,18.0
10/4/2010,05:35:00,1.402,0.074,240.330,5.800,0.000,1.000,19.0
10/4/2010,05:36:00,1.384,0.074,240.050,5.600,0.000,1.000,19.0
10/4/2010,05:37:00,1.370,0.072,239.680,5.600,0.000,2.000,18.0
10/4/2010,05:38:00,1.374,0.074,240.360,5.600,0.000,1.000,19.0
10/4/2010,05:39:00,1.372,0.074,240.370,5.600,0.000,1.000,18.0
10/4/2010,05:40:00,1.372,0.074,240.560,5.600,0.000,1.000,19.0
10/4/2010,05:41:00,1.372,0.076,240.680,5.600,0.000,1.000,18.0
10/4/2010,05:42:00,1.378,0.078,241.450,5.600,0.000,1.000,19.0
10/4/2010,05:43:00,1.378,0.078,241.490,5.600,0.000,2.000,18.0
10/4/2010,05:44:00,1.380,0.078,241.770,5.600,0.000,1.000,19.0
10/4/2010,05:45:00,1.376,0.078,241.320,5.600,0.000,1.000,18.0
10/4/2010,05:46:00,1.430,0.134,241.000,6.000,0.000,1.000,19.0
10/4/2010,05:47:00,1.474,0.208,240.480,6.200,0.000,1.000,18.0
10/4/2010,05:48:00,1.468,0.208,240.530,6.000,0.000,1.000,18.0
10/4/2010,05:49:00,1.466,0.210,240.630,6.000,0.000,1.000,19.0
10/4/2010,05:50:00,1.478,0.214,241.590,6.000,0.000,2.000,18.0
10/4/2010,05:51:00,1.482,0.214,241.690,6.200,0.000,1.000,19.0
10/4/2010,05:52:00,1.480,0.214,241.770,6.200,0.000,1.000,18.0
10/4/2010,05:53:00,1.478,0.214,241.700,6.000,0.000,1.000,19.0
10/4/2010,05:54:00,1.470,0.212,241.110,6.000,0.000,1.000,19.0
10/4/2010,05:55:00,1.468,0.210,240.980,6.000,0.000,1.000,18.0
10/4/2010,05:56:00,1.418,0.142,240.730,5.800,0.000,1.000,18.0
10/4/2010,05:57:00,1.364,0.074,239.980,5.600,0.000,2.000,19.0
10/4/2010,05:58:00,1.364,0.074,239.910,5.600,0.000,1.000,18.0
10/4/2010,05:59:00,1.362,0.074,239.850,5.600,0.000,1.000,18.0
10/4/2010,06:00:00,1.364,0.074,239.950,5.600,0.000,1.000,19.0
10/4/2010,06:01:00,1.370,0.076,240.670,5.600,0.000,1.000,18.0
10/4/2010,06:02:00,1.382,0.078,241.660,5.600,0.000,1.000,18.0
10/4/2010,06:03:00,1.398,0.082,243.260,5.600,0.000,1.000,19.0
10/4/2010,06:04:00,1.416,0.086,243.270,5.800,0.000,2.000,19.0
10/4/2010,06:05:00,1.474,0.188,243.070,6.000,0.000,1.000,19.0
10/4/2010,06:06:00,1.472,0.188,243.290,6.000,0.000,1.000,19.0
10/4/2010,06:07:00,1.476,0.188,243.400,6.000,0.000,1.000,18.0
10/4/2010,06:08:00,1.474,0.188,243.390,6.000,0.000,1.000,19.0
10/4/2010,06:09:00,1.478,0.190,243.850,6.000,0.000,1.000,19.0
10/4/2010,06:10:00,1.390,0.190,243.650,5.800,0.000,1.000,19.0
10/4/2010,06:11:00,0.488,0.322,243.790,2.400,0.000,2.000,0.0
10/4/2010,06:12:00,0.486,0.338,243.540,2.400,0.000,1.000,1.0
10/4/2010,06:13:00,0.790,0.450,242.970,4.000,0.000,1.000,5.0
10/4/2010,06:14:00,1.054,0.534,242.550,4.800,0.000,1.000,11.0
10/4/2010,06:15:00,1.080,0.544,243.460,4.800,0.000,1.000,10.0
10/4/2010,06:16:00,1.040,0.458,243.770,4.600,0.000,1.000,11.0
10/4/2010,06:17:00,0.402,0.234,243.760,1.800,0.000,1.000,2.0
10/4/2010,06:18:00,0.400,0.232,243.300,1.800,0.000,2.000,0.0
10/4/2010,06:19:00,0.400,0.228,242.860,1.800,0.000,1.000,1.0
10/4/2010,06:20:00,0.398,0.226,242.380,1.800,0.000,1.000,1.0
10/4/2010,06:21:00,0.324,0.122,242.650,1.400,0.000,1.000,0.0
10/4/2010,06:22:00,0.304,0.092,242.940,1.200,0.000,1.000,1.0
10/4/2010,06:23:00,0.304,0.092,242.950,1.200,0.000,1.000,1.0
10/4/2010,06:24:00,0.304,0.094,243.390,1.200,0.000,1.000,0.0
10/4/2010,06:25:00,0.306,0.094,243.580,1.200,0.000,1.000,1.0
10/4/2010,06:26:00,0.306,0.094,243.830,1.200,0.000,2.000,1.0
10/4/2010,06:27:00,0.306,0.094,243.850,1.200,0.000,1.000,0.0
10/4/2010,06:28:00,0.306,0.094,243.840,1.200,0.000,1.000,1.0
10/4/2010,06:29:00,0.306,0.094,243.730,1.200,0.000,1.000,1.0
10/4/2010,06:30:00,0.304,0.090,242.930,1.200,0.000,1.000,0.0
10/4/2010,06:31:00,0.304,0.092,243.080,1.200,0.000,1.000,1.0
10/4/2010,06:32:00,0.306,0.094,243.830,1.200,0.000,1.000,1.0
10/4/2010,06:33:00,0.306,0.094,243.970,1.200,0.000,2.000,0.0
10/4/2010,06:34:00,0.304,0.092,243.700,1.200,0.000,1.000,1.0
10/4/2010,06:35:00,0.342,0.124,243.680,1.600,0.000,1.000,1.0
10/4/2010,06:36:00,0.412,0.226,242.510,1.800,0.000,1.000,0.0
10/4/2010,06:37:00,0.406,0.222,241.570,1.800,0.000,1.000,1.0
10/4/2010,06:38:00,0.402,0.220,241.150,1.800,0.000,1.000,1.0
10/4/2010,06:39:00,0.402,0.222,241.770,1.800,0.000,1.000,0.0
10/4/2010,06:40:00,0.400,0.224,242.110,1.800,0.000,2.000,1.0
10/4/2010,06:41:00,0.400,0.226,242.480,1.800,0.000,1.000,1.0
10/4/2010,06:42:00,0.400,0.228,242.770,1.800,0.000,1.000,0.0
10/4/2010,06:43:00,0.398,0.228,242.750,1.800,0.000,1.000,1.0
10/4/2010,06:44:00,0.396,0.224,242.220,1.800,0.000,1.000,1.0
10/4/2010,06:45:00,0.390,0.216,242.200,1.800,0.000,1.000,0.0
10/4/2010,06:46:00,0.536,0.086,242.950,2.200,0.000,1.000,1.0
10/4/2010,06:47:00,0.534,0.088,243.620,2.200,0.000,1.000,1.0
10/4/2010,06:48:00,0.420,0.094,244.740,1.600,0.000,2.000,0.0
10/4/2010,06:49:00,0.412,0.092,244.660,1.600,0.000,1.000,1.0
10/4/2010,06:50:00,0.774,0.090,245.210,3.800,0.000,1.000,5.0
10/4/2010,06:51:00,1.568,0.080,244.320,6.400,0.000,1.000,20.0
10/4/2010,06:52:00,1.546,0.080,243.720,6.200,0.000,1.000,20.0
10/4/2010,06:53:00,1.590,0.134,244.200,6.400,0.000,1.000,19.0
10/4/2010,06:54:00,1.606,0.188,244.340,6.600,0.000,1.000,19.0
10/4/2010,06:55:00,1.596,0.188,244.270,6.400,0.000,1.000,19.0
10/4/2010,06:56:00,1.586,0.184,243.560,6.400,0.000,2.000,19.0
10/4/2010,06:57:00,1.582,0.182,242.980,6.400,0.000,1.000,19.0
10/4/2010,06:58:00,1.580,0.184,243.360,6.400,0.000,1.000,19.0
10/4/2010,06:59:00,1.556,0.136,243.800,6.400,0.000,1.000,19.0
10/4/2010,07:00:00,1.568,0.130,242.450,6.400,0.000,0.000,18.0
10/4/2010,07:01:00,1.604,0.194,242.250,6.600,0.000,0.000,19.0
10/4/2010,07:02:00,1.586,0.190,241.110,6.600,0.000,0.000,18.0
10/4/2010,07:03:00,1.584,0.190,241.210,6.600,0.000,0.000,19.0
10/4/2010,07:04:00,1.584,0.190,241.460,6.600,0.000,0.000,18.0
10/4/2010,07:05:00,1.578,0.180,241.850,6.400,0.000,0.000,19.0
10/4/2010,07:06:00,1.758,0.080,241.980,7.200,0.000,0.000,19.0
10/4/2010,07:07:00,1.514,0.090,242.380,6.200,0.000,0.000,18.0
10/4/2010,07:08:00,1.692,0.086,241.610,7.000,0.000,0.000,19.0
10/4/2010,07:09:00,1.692,0.084,241.120,7.000,0.000,0.000,18.0
10/4/2010,07:10:00,1.998,0.176,240.960,8.400,0.000,0.000,23.0
10/4/2010,07:11:00,2.186,0.138,240.560,9.000,0.000,0.000,28.0
10/4/2010,07:12:00,2.184,0.132,240.070,9.000,0.000,0.000,28.0
10/4/2010,07:13:00,2.202,0.132,240.240,9.200,0.000,0.000,29.0
10/4/2010,07:14:00,1.794,0.000,240.430,7.400,0.000,0.000,23.0
10/4/2010,07:15:00,1.456,0.046,240.690,6.000,0.000,0.000,18.0
10/4/2010,07:16:00,1.652,0.048,241.150,6.800,0.000,0.000,18.0
10/4/2010,07:17:00,1.656,0.048,241.560,6.800,0.000,0.000,19.0
10/4/2010,07:18:00,1.648,0.048,240.900,6.800,0.000,0.000,18.0
10/4/2010,07:19:00,1.650,0.048,241.070,6.800,0.000,0.000,19.0
10/4/2010,07:20:00,1.650,0.048,241.050,6.800,0.000,0.000,18.0
10/4/2010,07:21:00,1.648,0.048,240.870,6.800,0.000,0.000,19.0
10/4/2010,07:22:00,1.646,0.048,240.760,6.800,0.000,0.000,18.0
10/4/2010,07:23:00,1.648,0.048,240.800,6.800,0.000,0.000,18.0
10/4/2010,07:24:00,1.666,0.000,240.830,6.800,0.000,0.000,19.0
10/4/2010,07:25:00,2.054,0.136,240.610,8.600,0.000,0.000,18.0
10/4/2010,07:26:00,2.570,0.084,240.150,11.000,0.000,0.000,19.0
10/4/2010,07:27:00,2.114,0.086,240.680,9.000,0.000,0.000,18.0
10/4/2010,07:28:00,2.008,0.080,240.680,8.400,0.000,0.000,18.0
10/4/2010,07:29:00,2.576,0.080,240.090,10.600,0.000,0.000,19.0
10/4/2010,07:30:00,2.638,0.110,239.850,11.000,0.000,0.000,18.0
10/4/2010,07:31:00,3.148,0.142,239.930,13.400,0.000,0.000,18.0
10/4/2010,07:32:00,2.898,0.154,240.530,12.600,0.000,0.000,19.0
10/4/2010,07:33:00,3.478,0.222,240.620,14.600,0.000,0.000,18.0
10/4/2010,07:34:00,3.366,0.260,241.190,14.200,0.000,0.000,18.0
