Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2/2/2010,11:24:00,1.388,0.000,243.350,5.600,0.000,0.000,19.0
2/2/2010,11:25:00,1.396,0.078,243.220,5.600,0.000,0.000,19.0
2/2/2010,11:26:00,1.502,0.196,243.190,6.200,0.000,0.000,19.0
2/2/2010,11:27:00,1.502,0.216,243.140,6.200,0.000,0.000,18.0
2/2/2010,11:28:00,1.504,0.218,243.550,6.200,0.000,0.000,19.0
2/2/2010,11:29:00,1.504,0.218,243.770,6.200,0.000,0.000,19.0
2/2/2010,11:30:00,1.510,0.222,244.580,6.200,0.000,0.000,19.0
2/2/2010,11:31:00,1.498,0.218,243.850,6.200,0.000,0.000,19.0
2/2/2010,11:32:00,1.504,0.220,244.300,6.200,0.000,0.000,19.0
2/2/2010,11:33:00,1.508,0.222,244.430,6.200,0.000,0.000,19.0
2/2/2010,11:34:00,1.512,0.224,244.890,6.200,0.000,0.000,19.0
2/2/2010,11:35:00,1.498,0.220,243.760,6.200,0.000,0.000,19.0
2/2/2010,11:36:00,1.498,0.220,243.910,6.200,0.000,0.000,19.0
2/2/2010,11:37:00,1.442,0.126,244.440,5.800,0.000,0.000,19.0
2/2/2010,11:38:00,1.438,0.116,244.860,5.800,0.000,0.000,19.0
2/2/2010,11:39:00,1.428,0.114,244.650,5.800,0.000,0.000,19.0
2/2/2010,11:40:00,1.428,0.114,244.720,5.800,0.000,0.000,19.0
2/2/2010,11:41:00,1.428,0.114,244.680,5.800,0.000,0.000,19.0
2/2/2010,11:42:00,1.426,0.114,244.620,5.800,0.000,0.000,19.0
2/2/2010,11:43:00,1.412,0.092,244.560,5.800,0.000,0.000,19.0
2/2/2010,11:44:00,1.332,0.000,244.470,5.400,0.000,0.000,19.0
2/2/2010,11:45:00,1.334,0.000,244.710,5.400,0.000,0.000,19.0
2/2/2010,11:46:00,1.334,0.000,244.620,5.400,0.000,0.000,19.0
2/2/2010,11:47:00,1.340,0.000,244.880,5.400,0.000,0.000,19.0
2/2/2010,11:48:00,1.332,0.000,243.750,5.400,0.000,0.000,19.0
2/2/2010,11:49:00,1.342,0.000,244.740,5.400,0.000,0.000,19.0
2/2/2010,11:50:00,1.336,0.000,244.210,5.400,0.000,0.000,19.0
2/2/2010,11:51:00,1.330,0.000,243.690,5.400,0.000,0.000,19.0
