Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
24/3/2008,14:44:00,1.870,0.188,244.390,7.600,1.000,1.000,18.0
24/3/2008,14:45:00,1.876,0.232,243.450,7.800,1.000,3.000,19.0
24/3/2008,14:46:00,3.824,0.220,241.590,15.800,1.000,35.000,18.0
24/3/2008,14:47:00,3.576,0.240,241.610,15.200,2.000,35.000,17.0
24/3/2008,14:48:00,3.680,0.224,242.190,15.400,1.000,33.000,18.0
24/3/2008,14:49:00,3.742,0.240,242.240,15.600,1.000,38.000,18.0
24/3/2008,14:50:00,3.584,0.292,242.360,15.200,1.000,31.000,18.0
24/3/2008,14:51:00,3.964,0.380,242.190,16.400,1.000,38.000,18.0
24/3/2008,14:52:00,3.930,0.358,241.680,16.200,0.000,39.000,18.0
24/3/2008,14:53:00,3.982,0.360,241.910,16.400,2.000,39.000,18.0
24/3/2008,14:54:00,3.976,0.336,242.050,16.400,1.000,38.000,18.0
24/3/2008,14:55:00,3.978,0.350,241.740,16.400,1.000,39.000,18.0
24/3/2008,14:56:00,3.972,0.330,242.280,16.400,2.000,38.000,18.0
24/3/2008,14:57:00,3.952,0.302,242.260,16.200,1.000,39.000,18.0
24/3/2008,14:58:00,3.414,0.200,243.030,14.200,1.000,32.000,18.0
24/3/2008,14:59:00,2.938,0.224,243.070,12.200,1.000,22.000,18.0
24/3/2008,15:00:00,3.866,0.198,242.170,16.000,1.000,38.000,18.0
24/3/2008,15:01:00,3.710,0.250,242.490,15.400,1.000,38.000,18.0
24/3/2008,15:02:00,2.584,0.236,242.580,10.600,1.000,18.000,18.0
24/3/2008,15:03:00,3.818,0.222,241.590,15.800,0.000,37.000,18.0
24/3/2008,15:04:00,4.322,0.128,241.150,18.000,13.000,33.000,18.0
24/3/2008,15:05:00,4.998,0.090,240.240,20.800,38.000,20.000,18.0
24/3/2008,15:06:00,5.948,0.060,239.220,24.800,38.000,37.000,17.0
24/3/2008,15:07:00,5.330,0.086,239.280,22.400,38.000,29.000,18.0
24/3/2008,15:08:00,5.226,0.074,240.860,21.800,39.000,24.000,18.0
24/3/2008,15:09:00,5.958,0.080,239.310,24.800,38.000,38.000,17.0
24/3/2008,15:10:00,4.850,0.072,239.830,20.200,38.000,21.000,18.0
24/3/2008,15:11:00,5.604,0.076,238.030,23.600,37.000,31.000,17.0
24/3/2008,15:12:00,5.364,0.062,238.680,22.600,38.000,30.000,18.0
24/3/2008,15:13:00,5.098,0.086,239.410,21.400,38.000,23.000,17.0
24/3/2008,15:14:00,5.772,0.066,240.220,24.000,38.000,35.000,18.0
24/3/2008,15:15:00,4.836,0.098,241.700,20.000,39.000,18.000,18.0
24/3/2008,15:16:00,5.990,0.064,240.380,24.800,38.000,38.000,18.0
24/3/2008,15:17:00,4.878,0.096,241.370,20.200,38.000,20.000,18.0
24/3/2008,15:18:00,5.104,0.074,241.410,21.400,30.000,33.000,18.0
24/3/2008,15:19:00,2.684,0.104,242.990,11.200,0.000,22.000,18.0
24/3/2008,15:20:00,3.406,0.076,242.260,14.200,0.000,32.000,18.0
24/3/2008,15:21:00,2.586,0.132,242.180,10.800,0.000,21.000,18.0
24/3/2008,15:22:00,3.426,0.118,241.640,14.200,0.000,32.000,18.0
24/3/2008,15:23:00,2.624,0.120,243.130,10.800,1.000,21.000,18.0
24/3/2008,15:24:00,3.618,0.078,242.820,15.000,0.000,33.000,18.0
24/3/2008,15:25:00,2.678,0.102,242.600,11.000,0.000,19.000,18.0
24/3/2008,15:26:00,3.382,0.074,241.770,14.200,0.000,33.000,18.0
24/3/2008,15:27:00,2.514,0.104,242.490,10.400,0.000,18.000,18.0
24/3/2008,15:28:00,3.140,0.074,242.640,13.200,0.000,29.000,18.0
24/3/2008,15:29:00,2.804,0.108,243.610,11.600,0.000,21.000,18.0
24/3/2008,15:30:00,2.790,0.082,243.700,12.000,0.000,24.000,18.0
24/3/2008,15:31:00,3.088,0.108,243.360,12.800,0.000,27.000,18.0
24/3/2008,15:32:00,2.508,0.108,243.760,10.600,0.000,18.000,19.0
24/3/2008,15:33:00,3.348,0.236,242.250,14.000,0.000,31.000,18.0
24/3/2008,15:34:00,2.402,0.228,244.030,10.000,0.000,14.000,18.0
24/3/2008,15:35:00,3.316,0.240,242.640,13.800,0.000,29.000,18.0
24/3/2008,15:36:00,2.544,0.266,244.120,10.600,0.000,15.000,18.0
24/3/2008,15:37:00,3.314,0.346,242.780,13.800,0.000,30.000,18.0
24/3/2008,15:38:00,2.274,0.330,243.240,9.600,0.000,12.000,18.0
24/3/2008,15:39:00,1.906,0.368,243.930,7.800,0.000,5.000,18.0
24/3/2008,15:40:00,1.874,0.346,244.110,7.800,0.000,4.000,19.0
24/3/2008,15:41:00,1.874,0.358,243.040,7.800,0.000,5.000,18.0
24/3/2008,15:42:00,1.856,0.338,242.890,7.800,0.000,5.000,18.0
24/3/2008,15:43:00,1.830,0.290,243.140,7.600,0.000,4.000,18.0
24/3/2008,15:44:00,1.786,0.214,242.420,7.400,0.000,3.000,18.0
24/3/2008,15:45:00,1.774,0.226,242.420,7.400,0.000,3.000,18.0
24/3/2008,15:46:00,1.708,0.194,243.210,7.000,0.000,3.000,18.0
24/3/2008,15:47:00,1.586,0.162,243.400,6.400,0.000,0.000,18.0
24/3/2008,15:48:00,1.612,0.170,243.950,6.600,0.000,0.000,19.0
24/3/2008,15:49:00,1.610,0.168,244.520,6.600,0.000,0.000,18.0
24/3/2008,15:50:00,1.628,0.172,244.440,6.600,0.000,0.000,18.0
24/3/2008,15:51:00,1.608,0.168,244.800,6.600,0.000,0.000,19.0
24/3/2008,15:52:00,1.544,0.062,244.270,6.200,0.000,1.000,18.0
24/3/2008,15:53:00,1.542,0.074,244.370,6.200,0.000,0.000,18.0
24/3/2008,15:54:00,1.516,0.000,244.740,6.200,0.000,0.000,19.0
24/3/2008,15:55:00,1.434,0.078,244.520,5.800,0.000,0.000,18.0
24/3/2008,15:56:00,1.458,0.072,244.980,6.000,0.000,0.000,18.0
24/3/2008,15:57:00,1.446,0.076,245.510,5.800,0.000,0.000,19.0
24/3/2008,15:58:00,1.462,0.070,245.360,6.000,0.000,0.000,18.0
24/3/2008,15:59:00,1.450,0.074,245.870,5.800,0.000,0.000,19.0
24/3/2008,16:00:00,1.470,0.068,246.200,6.000,0.000,1.000,18.0
24/3/2008,16:01:00,1.442,0.076,245.320,5.800,0.000,0.000,19.0
24/3/2008,16:02:00,1.460,0.070,245.320,6.000,0.000,0.000,18.0
24/3/2008,16:03:00,1.446,0.070,244.710,5.800,0.000,0.000,19.0
24/3/2008,16:04:00,1.444,0.072,245.270,5.800,0.000,0.000,18.0
24/3/2008,16:05:00,1.466,0.070,245.320,6.000,0.000,1.000,18.0
24/3/2008,16:06:00,1.430,0.076,243.970,5.800,0.000,0.000,19.0
24/3/2008,16:07:00,1.458,0.070,244.860,6.000,0.000,0.000,18.0
24/3/2008,16:08:00,1.436,0.076,244.600,5.800,0.000,0.000,18.0
24/3/2008,16:09:00,1.448,0.072,244.100,5.800,0.000,0.000,19.0
24/3/2008,16:10:00,1.436,0.076,244.830,5.800,0.000,0.000,18.0
24/3/2008,16:11:00,1.450,0.072,244.450,5.800,0.000,1.000,18.0
24/3/2008,16:12:00,1.426,0.076,244.370,5.800,0.000,0.000,19.0
24/3/2008,16:13:00,1.450,0.068,245.170,5.800,0.000,0.000,18.0
24/3/2008,16:14:00,1.434,0.074,245.410,5.800,0.000,0.000,18.0
24/3/2008,16:15:00,1.334,0.068,245.200,5.600,0.000,0.000,18.0
24/3/2008,16:16:00,0.322,0.062,246.460,1.400,0.000,0.000,0.0
24/3/2008,16:17:00,0.342,0.058,246.670,1.400,0.000,1.000,0.0
24/3/2008,16:18:00,0.324,0.062,246.490,1.400,0.000,0.000,0.0
24/3/2008,16:19:00,0.350,0.054,247.850,1.600,0.000,0.000,0.0
24/3/2008,16:20:00,0.330,0.062,247.000,1.400,0.000,0.000,0.0
24/3/2008,16:21:00,0.348,0.056,247.310,1.600,0.000,0.000,0.0
24/3/2008,16:22:00,0.330,0.060,248.160,1.400,0.000,0.000,0.0
24/3/2008,16:23:00,0.350,0.054,248.250,1.600,0.000,1.000,0.0
24/3/2008,16:24:00,0.332,0.062,247.710,1.400,0.000,0.000,0.0
24/3/2008,16:25:00,0.350,0.058,247.210,1.600,0.000,0.000,0.0
24/3/2008,16:26:00,0.330,0.062,247.330,1.400,0.000,0.000,0.0
24/3/2008,16:27:00,0.430,0.000,247.360,2.000,0.000,0.000,0.0
24/3/2008,16:28:00,0.570,0.188,246.920,2.400,0.000,0.000,0.0
24/3/2008,16:29:00,0.564,0.194,247.100,2.400,0.000,0.000,0.0
