Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
7/11/2009,16:04:00,0.992,0.174,241.170,4.200,0.000,0.000,1.0
7/11/2009,16:05:00,0.994,0.178,241.750,4.200,0.000,0.000,1.0
7/11/2009,16:06:00,0.984,0.176,241.270,4.000,0.000,0.000,0.0
7/11/2009,16:07:00,0.986,0.178,241.500,4.000,0.000,0.000,1.0
7/11/2009,16:08:00,0.984,0.180,241.710,4.000,0.000,0.000,1.0
7/11/2009,16:09:00,0.986,0.182,242.320,4.000,0.000,0.000,0.0
7/11/2009,16:10:00,0.984,0.180,241.890,4.000,0.000,0.000,1.0
7/11/2009,16:11:00,0.984,0.180,241.840,4.000,0.000,0.000,1.0
7/11/2009,16:12:00,0.984,0.180,241.900,4.000,0.000,0.000,0.0
7/11/2009,16:13:00,0.980,0.178,241.400,4.000,0.000,0.000,1.0
7/11/2009,16:14:00,0.984,0.178,240.840,4.000,0.000,0.000,1.0
7/11/2009,16:15:00,0.946,0.122,240.070,4.000,0.000,0.000,0.0
7/11/2009,16:16:00,0.908,0.072,239.910,3.800,0.000,0.000,1.0
7/11/2009,16:17:00,0.904,0.072,239.710,3.800,0.000,0.000,1.0
7/11/2009,16:18:00,0.910,0.072,240.270,3.800,0.000,0.000,0.0
7/11/2009,16:19:00,0.916,0.076,241.140,3.800,0.000,0.000,1.0
7/11/2009,16:20:00,0.914,0.074,241.320,3.800,0.000,0.000,1.0
7/11/2009,16:21:00,0.912,0.074,241.200,3.800,0.000,0.000,0.0
7/11/2009,16:22:00,0.912,0.078,241.370,3.800,0.000,0.000,1.0
7/11/2009,16:23:00,0.906,0.074,240.240,3.800,0.000,0.000,0.0
7/11/2009,16:24:00,0.906,0.074,240.320,3.800,0.000,0.000,1.0
7/11/2009,16:25:00,0.906,0.072,240.210,3.800,0.000,0.000,1.0
7/11/2009,16:26:00,0.910,0.074,240.640,3.800,0.000,0.000,0.0
7/11/2009,16:27:00,0.910,0.076,240.960,3.800,0.000,0.000,1.0
7/11/2009,16:28:00,0.914,0.076,241.470,3.800,0.000,0.000,1.0
