Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
16/10/2008,04:04:00,0.912,0.084,239.800,3.800,0.000,0.000,10.0
16/10/2008,04:05:00,0.938,0.082,239.630,3.800,0.000,0.000,12.0
16/10/2008,04:06:00,0.956,0.084,239.840,4.000,0.000,0.000,11.0
16/10/2008,04:07:00,0.962,0.082,239.680,4.000,0.000,0.000,12.0
16/10/2008,04:08:00,0.448,0.000,240.190,2.200,0.000,0.000,4.0
16/10/2008,04:09:00,0.384,0.056,240.730,1.800,0.000,0.000,1.0
16/10/2008,04:10:00,0.408,0.100,240.740,1.800,0.000,0.000,0.0
16/10/2008,04:11:00,0.404,0.100,240.500,1.800,0.000,0.000,1.0
16/10/2008,04:12:00,0.404,0.100,240.570,1.800,0.000,0.000,1.0
16/10/2008,04:13:00,0.402,0.100,240.640,1.800,0.000,0.000,0.0
16/10/2008,04:14:00,0.402,0.100,240.680,1.800,0.000,0.000,1.0
16/10/2008,04:15:00,0.400,0.100,240.640,1.800,0.000,0.000,1.0
16/10/2008,04:16:00,0.398,0.100,240.520,1.800,0.000,0.000,0.0
16/10/2008,04:17:00,0.398,0.100,240.960,1.800,0.000,0.000,1.0
16/10/2008,04:18:00,0.398,0.102,241.440,1.800,0.000,0.000,0.0
16/10/2008,04:19:00,0.396,0.102,241.280,1.600,0.000,0.000,1.0
16/10/2008,04:20:00,0.452,0.156,241.080,2.000,0.000,0.000,1.0
16/10/2008,04:21:00,0.470,0.204,241.090,2.200,0.000,0.000,0.0
16/10/2008,04:22:00,0.470,0.204,241.090,2.200,0.000,0.000,1.0
16/10/2008,04:23:00,0.468,0.204,240.830,2.000,0.000,0.000,1.0
16/10/2008,04:24:00,0.468,0.202,240.330,2.000,0.000,0.000,0.0
16/10/2008,04:25:00,0.466,0.202,240.470,2.000,0.000,0.000,1.0
16/10/2008,04:26:00,0.462,0.198,239.490,2.000,0.000,0.000,1.0
16/10/2008,04:27:00,0.460,0.196,239.070,2.000,0.000,0.000,0.0
16/10/2008,04:28:00,0.376,0.080,238.340,1.600,0.000,0.000,1.0
16/10/2008,04:29:00,0.364,0.064,238.390,1.600,0.000,0.000,1.0
16/10/2008,04:30:00,0.364,0.064,238.080,1.600,0.000,0.000,0.0
16/10/2008,04:31:00,0.364,0.066,238.840,1.600,0.000,0.000,1.0
